Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00  399980/799960      std::_Rb_tree_node<std::pair<int const, double> >* std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_create_node<std::pair<int const, double> const&>(std::pair<int const, double> const&) [35]
[66]     0.0    0.00    0.00  799960         std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_get_node() [66]
                0.00    0.00  799960/3199840     std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_get_Node_allocator() [52]
                0.00    0.00  799960/799960      std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, double> > > >::allocate(std::allocator<std::_Rb_tree_node<std::pair<int const, double> > >&, unsigned long) [103]
-----------------------------------------------
                0.00    0.00  799960/799960      std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_drop_node(std::_Rb_tree_node<std::pair<int const, double> >*) [61]
[67]     0.0    0.00    0.00  799960         std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_put_node(std::_Rb_tree_node<std::pair<int const, double> >*) [67]
                0.00    0.00  799960/3199840     std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_get_Node_allocator() [52]
                0.00    0.00  799960/799960      std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, double> > > >::deallocate(std::allocator<std::_Rb_tree_node<std::pair<int const, double> > >&, std::_Rb_tree_node<std::pair<int const, double> >*, unsigned long) [101]
-----------------------------------------------
                0.00    0.00   50000/50000       std::map<int, unsigned int, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::operator[](int const&) [43]
[68]     0.0    0.00    0.00   50000         std::_Rb_tree_iterator<std::pair<int const, unsigned int> > std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<int const, unsigned int> >, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [68]
                0.00    0.00   50000/50000       std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<int const, unsigned int> >*) [70]
                0.00    0.00   50000/50000       std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<int const, unsigned int> >, int const&) [71]
                0.00    0.00   50000/4504948     std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_S_key(std::_Rb_tree_node<std::pair<int const, unsigned int> > const*) [51]
                0.00    0.00   50000/250000      std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&) [136]
                0.00    0.00   50000/250000      std::tuple<int const&>&& std::forward<std::tuple<int const&> >(std::remove_reference<std::tuple<int const&> >::type&) [137]
                0.00    0.00   50000/250000      std::piecewise_construct_t const& std::forward<std::piecewise_construct_t const&>(std::remove_reference<std::piecewise_construct_t const&>::type&) [135]
                0.00    0.00   50000/50000       std::_Rb_tree_node<std::pair<int const, unsigned int> >* std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_M_create_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [265]
-----------------------------------------------
                0.00    0.00  399980/399980      Network::writeAdjlist(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) const [26]
[69]     0.0    0.00    0.00  399980         std::_Rb_tree_iterator<std::pair<int const, double> >::operator*() const [69]
                0.00    0.00  399980/1999900     std::_Rb_tree_node<std::pair<int const, double> >::_M_valptr() [56]
-----------------------------------------------
                0.00    0.00   50000/50000       std::_Rb_tree_iterator<std::pair<int const, unsigned int> > std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<int const, unsigned int> >, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [68]
[70]     0.0    0.00    0.00   50000         std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<int const, unsigned int> >*) [70]
                0.00    0.00   49999/6818384     std::less<int>::operator()(int const&, int const&) const [17]
                0.00    0.00   49999/99998       std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_S_key(std::_Rb_tree_node_base const*) [72]
                0.00    0.00   49999/4504948     std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_S_key(std::_Rb_tree_node<std::pair<int const, unsigned int> > const*) [51]
                0.00    0.00   50000/349981      std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_M_end() [130]
                0.00    0.00   50000/599962      std::_Rb_tree_iterator<std::pair<int const, unsigned int> >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [106]
-----------------------------------------------
                0.00    0.00   50000/50000       std::_Rb_tree_iterator<std::pair<int const, unsigned int> > std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<int const, unsigned int> >, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [68]
[71]     0.0    0.00    0.00   50000         std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<int const, unsigned int> >, int const&) [71]
                0.00    0.00   49999/6818384     std::less<int>::operator()(int const&, int const&) const [17]
                0.00    0.00   49999/99998       std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_S_key(std::_Rb_tree_node_base const*) [72]
                0.00    0.00   99998/99998       std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_M_rightmost() [176]
                0.00    0.00   50000/50000       std::_Rb_tree_const_iterator<std::pair<int const, unsigned int> >::_M_const_cast() const [228]
                0.00    0.00   50000/349981      std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_M_end() [130]
                0.00    0.00   50000/50000       std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::size() const [231]
                0.00    0.00   49999/49999       std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node_base* const&, std::_Rb_tree_node_base*&) [271]
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_M_get_insert_unique_pos(int const&) [398]
-----------------------------------------------
                0.00    0.00   49999/99998       std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<int const, unsigned int> >, int const&) [71]
                0.00    0.00   49999/99998       std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<int const, unsigned int> >*) [70]
[72]     0.0    0.00    0.00   99998         std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_S_key(std::_Rb_tree_node_base const*) [72]
                0.00    0.00   99998/4504948     std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_S_key(std::_Rb_tree_node<std::pair<int const, unsigned int> > const*) [51]
-----------------------------------------------
                0.00    0.00       1/1           Network::~Network() [62]
[73]     0.0    0.00    0.00       1         std::map<int, unsigned int, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::~map() [73]
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::~_Rb_tree() [75]
-----------------------------------------------
                               50000             std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, unsigned int> >*) [74]
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::~_Rb_tree() [75]
